hold_strength,delay,policy,seed,turns,moves,stale_conflicts,mean_phase_error,p95_phase_error,mean_extra_hold,full_board,blue_win,yellow_win
1,1,blind_delay,2026183213,60,49,11,0.9884733616095881,2.301057454971309,0.3673469387755102,True,True,False
1,1,queue_aware,2026183213,49,49,0,0.9184217102748562,2.116364809498161,0.3877551020408163,True,False,True
1,1,blind_delay,2026183214,80,49,31,1.2152345775031357,2.998088876894629,0.8163265306122449,True,False,True
1,1,queue_aware,2026183214,49,49,0,1.1153037423412342,2.508239696493286,0.9387755102040817,True,False,True
1,2,blind_delay,2026193200,97,49,48,1.2189121085786203,2.646373579590015,0.5306122448979592,True,True,False
1,2,queue_aware,2026193200,49,49,0,1.1465966937789747,2.5795499912211417,0.3469387755102041,True,True,False
1,2,blind_delay,2026193201,90,49,41,1.1586357818033302,2.8658191228531846,0.5510204081632653,True,True,False
1,2,queue_aware,2026193201,49,49,0,1.1697934066305267,2.612871504176879,0.5714285714285714,True,False,True
1,2,blind_delay,2026193202,97,49,48,1.1679457713713777,2.8927464902251527,0.46938775510204084,True,True,False
1,2,queue_aware,2026193202,49,49,0,1.0463338516828546,2.5317280475546373,0.5510204081632653,True,True,False
1,2,blind_delay,2026193203,90,49,41,1.0372109566426115,2.5986878372785456,0.3469387755102041,True,True,False
1,2,queue_aware,2026193203,49,49,0,1.0125742592756592,2.6566942472418376,0.30612244897959184,True,True,False
1,2,blind_delay,2026193204,91,49,42,1.201045197268703,2.7953867555176735,0.42857142857142855,True,True,False
1,2,queue_aware,2026193204,49,49,0,1.125299557073998,2.804605388972068,0.42857142857142855,True,False,True
1,2,blind_delay,2026193205,91,49,42,1.2278556085402317,2.9106800884579664,0.24489795918367346,True,True,False
1,2,queue_aware,2026193205,49,49,0,1.099928200719462,2.5475089358098493,0.3469387755102041,True,False,True
1,2,blind_delay,2026193206,97,49,48,1.1971552822186629,2.744459984710322,0.8979591836734694,True,True,False
1,2,queue_aware,2026193206,49,49,0,1.1617265990253771,2.9253156646158147,0.9183673469387755,True,True,False
1,2,blind_delay,2026193207,86,49,37,1.1938153575557648,2.425493826126283,0.5306122448979592,True,False,True
1,2,queue_aware,2026193207,49,49,0,1.126603682814643,2.4654911172908407,0.46938775510204084,True,True,False
1,2,blind_delay,2026193208,89,49,40,1.253855832944159,2.784854478345441,0.3469387755102041,True,True,False
1,2,queue_aware,2026193208,49,49,0,1.207773989712343,2.846387217825228,0.32653061224489793,True,True,False
1,2,blind_delay,2026193209,84,49,35,1.2659103607792883,2.6528429938380746,0.3877551020408163,True,False,True
1,2,queue_aware,2026193209,49,49,0,1.1439011262393324,2.5746828187635713,0.4489795918367347,True,True,False
1,2,blind_delay,2026193210,92,49,43,1.0711289086030036,2.50076564999736,0.3673469387755102,True,True,False
1,2,queue_aware,2026193210,49,49,0,1.0712137707005103,2.7030512269177986,0.4897959183673469,True,True,False
1,2,blind_delay,2026193211,92,49,43,1.04903007591203,2.4157081032330994,0.7959183673469388,True,False,True
1,2,queue_aware,2026193211,49,49,0,1.006792120573321,2.352478545546358,0.8367346938775511,True,True,False
1,2,blind_delay,2026193212,89,49,40,1.1317488633765769,2.8589024621613426,0.8367346938775511,True,True,False
