delay,policy,seed,turns,moves,stale_conflicts,mean_phase_error,p95_phase_error,mean_extra_hold,full_board,blue_win,yellow_win
2,blind_delay,2026093118,89,49,40,1.07191606704748,2.9891048366352697,0.5306122448979592,True,True,False
2,queue_aware,2026093118,49,49,0,1.1042685182728855,2.5339955614225587,0.42857142857142855,True,False,True
2,blind_delay,2026093119,97,49,48,1.3088812099461042,2.996305444476315,0.5918367346938775,True,True,False
2,queue_aware,2026093119,49,49,0,1.1818641152951062,2.8720807003552515,0.4897959183673469,True,False,True
2,blind_delay,2026093120,88,49,39,1.2013063182290387,2.5961505031759073,0.6530612244897959,True,False,True
2,queue_aware,2026093120,49,49,0,1.1501084961121848,2.49991171225073,0.7142857142857143,True,True,False
2,blind_delay,2026093121,97,49,48,1.323189627736955,2.849549405038887,0.3673469387755102,True,True,False
2,queue_aware,2026093121,49,49,0,1.1150606052817935,2.8165453692192366,0.5102040816326531,True,False,True
2,blind_delay,2026093122,97,49,48,1.0478679919569205,2.4260899310781063,0.2857142857142857,True,True,False
2,queue_aware,2026093122,49,49,0,1.025855274022883,2.5586692956532096,0.42857142857142855,True,True,False
2,blind_delay,2026093123,92,49,43,1.1380334262088494,2.7185014771920106,0.3877551020408163,True,False,True
2,queue_aware,2026093123,49,49,0,1.101896614077849,2.5413775691169627,0.42857142857142855,True,True,False
2,blind_delay,2026093124,89,49,40,1.2820652285940872,2.486894221090622,0.40816326530612246,True,True,False
2,queue_aware,2026093124,49,49,0,1.2393517996368304,2.5188386581223248,0.3877551020408163,True,True,False
2,blind_delay,2026093125,89,49,40,1.3649192835300372,2.695743504363367,0.3469387755102041,True,True,False
2,queue_aware,2026093125,49,49,0,1.224541569871898,2.548883849553373,0.3469387755102041,True,False,True
2,blind_delay,2026093126,97,49,48,1.237429794753074,2.829611821068708,0.40816326530612246,True,True,False
2,queue_aware,2026093126,49,49,0,1.1954090822231749,3.0162185340902075,0.3877551020408163,True,True,False
2,blind_delay,2026093127,86,49,37,1.3284141061622825,2.8835049257890843,0.3673469387755102,True,False,True
2,queue_aware,2026093127,49,49,0,1.2049405625362581,2.876462138557611,0.4489795918367347,True,True,False
2,blind_delay,2026093128,89,49,40,1.186717099834445,2.83182788554861,0.7551020408163265,True,True,False
2,queue_aware,2026093128,49,49,0,1.1158264216010132,2.611691176261562,0.9183673469387755,True,True,False
2,blind_delay,2026093129,86,49,37,1.411184985078469,2.934914173649251,0.6938775510204082,True,False,True
2,queue_aware,2026093129,49,49,0,1.2961347558587535,2.9666814501887244,0.6938775510204082,True,False,True
3,blind_delay,2026103100,87,49,38,1.3607682271518535,3.0406050341231845,0.5714285714285714,True,False,True
3,queue_aware,2026103100,49,49,0,1.2131511132282622,2.736277780194014,0.5306122448979592,True,True,False
3,blind_delay,2026103101,90,49,41,1.1936180127646048,2.7055391382516962,0.24489795918367346,True,False,True
3,queue_aware,2026103101,49,49,0,1.1055475844074965,2.76856622367286,0.22448979591836735,True,False,True
3,blind_delay,2026103102,92,49,43,1.080458100179296,2.65441692065894,0.7551020408163265,True,False,True
3,queue_aware,2026103102,49,49,0,1.0476582551365052,2.8052277773922025,0.7755102040816326,True,True,False
3,blind_delay,2026103103,89,49,40,1.2297380226929124,2.565110041798069,0.2653061224489796,True,True,False
3,queue_aware,2026103103,49,49,0,1.1225397651674798,2.5144579993827705,0.30612244897959184,True,True,False
3,blind_delay,2026103104,91,49,42,1.1338646728551733,2.5231065015668306,0.8367346938775511,True,True,False
3,queue_aware,2026103104,49,49,0,1.0268628805591289,2.654926901501085,0.7959183673469388,True,True,False
3,blind_delay,2026103105,94,49,45,1.223797615590804,2.6690280474083266,0.5918367346938775,True,False,True
3,queue_aware,2026103105,49,49,0,1.192292687549657,2.560533755406385,0.6326530612244898,True,True,False
3,blind_delay,2026103106,97,49,48,1.1606269184273261,2.826292110094905,0.6530612244897959,True,True,False
3,queue_aware,2026103106,49,49,0,1.0009957345173401,2.3524987111051114,0.7142857142857143,True,True,False
3,blind_delay,2026103107,97,49,48,1.0795340458416596,2.3996660757827604,0.673469387755102,True,True,False
3,queue_aware,2026103107,49,49,0,1.0444332919663124,2.4116239181390755,0.5714285714285714,True,True,False
3,blind_delay,2026103108,97,49,48,1.245248434408128,2.899845998924299,0.6326530612244898,True,True,False
3,queue_aware,2026103108,49,49,0,1.139089490839007,2.7931691734970188,0.6938775510204082,True,False,True
3,blind_delay,2026103109,86,49,37,1.1376027861882319,2.43489388232395,0.14285714285714285,True,True,False
3,queue_aware,2026103109,49,49,0,1.069709536473551,2.6637269847257987,0.2653061224489796,True,False,True
3,blind_delay,2026103110,89,49,40,1.1941385057688259,2.8413463931562313,0.42857142857142855,True,False,True
3,queue_aware,2026103110,49,49,0,1.070432440781295,2.769489478006994,0.3877551020408163,True,True,False
3,blind_delay,2026103111,96,49,47,1.2008342620991506,2.5971117285730454,0.22448979591836735,True,True,False
3,queue_aware,2026103111,49,49,0,1.1852549826001462,2.6608749943750043,0.24489795918367346,True,False,True
3,blind_delay,2026103112,91,49,42,1.1635128980700473,2.3481276530744295,0.3877551020408163,True,True,False
