delay,background_rate,policy,seed,agents,rounds,capacity_per_agent,useful_expected,useful_processed,useful_fresh,useful_stale,useful_delivery_rate,useful_fresh_rate,stale_useful_rate,background_processed,mean_useful_wait,mean_backlog,max_backlog
0,2.0,priority_deduplicating,2026273912,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,2160.3888888888887,4297
0,2.0,fifo_blind,2026273913,12,180,2,4320,2163,29,2134,0.5006944444444444,0.013407304669440592,0.9865926953305594,2133,44.39435968562182,2174.4944444444445,4337
0,2.0,priority_deduplicating,2026273913,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,2174.4944444444445,4337
0,2.0,fifo_blind,2026273914,12,180,2,4320,2160,32,2128,0.5,0.014814814814814815,0.9851851851851852,2136,45.491203703703704,2200.0333333333333,4372
0,2.0,priority_deduplicating,2026273914,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,2200.0333333333333,4372
0,2.0,fifo_blind,2026273915,12,180,2,4320,2154,33,2121,0.4986111111111111,0.01532033426183844,0.9846796657381616,2142,46.35654596100279,2214.5444444444443,4325
0,2.0,priority_deduplicating,2026273915,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,2214.5444444444443,4325
0,2.0,fifo_blind,2026273916,12,180,2,4320,2154,30,2124,0.4986111111111111,0.013927576601671309,0.9860724233983287,2142,45.363509749303624,2189.366666666667,4334
0,2.0,priority_deduplicating,2026273916,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,2189.366666666667,4334
0,2.0,fifo_blind,2026273917,12,180,2,4320,2140,39,2101,0.49537037037037035,0.01822429906542056,0.9817757009345794,2156,45.97663551401869,2226.516666666667,4373
0,2.0,priority_deduplicating,2026273917,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,2226.516666666667,4373
0,2.0,fifo_blind,2026273918,12,180,2,4320,2156,32,2124,0.49907407407407406,0.014842300556586271,0.9851576994434137,2140,44.70547309833024,2179.4055555555556,4300
0,2.0,priority_deduplicating,2026273918,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,2179.4055555555556,4300
0,2.0,fifo_blind,2026273919,12,180,2,4320,2156,31,2125,0.49907407407407406,0.01437847866419295,0.985621521335807,2140,45.1530612244898,2180.5666666666666,4342
0,2.0,priority_deduplicating,2026273919,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,2180.5666666666666,4342
0,4.0,fifo_blind,2026473900,12,180,2,4320,1449,27,1422,0.33541666666666664,0.018633540372670808,0.9813664596273292,2847,58.82608695652174,4334.561111111111,8661
0,4.0,priority_deduplicating,2026473900,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4334.561111111111,8661
0,4.0,fifo_blind,2026473901,12,180,2,4320,1429,25,1404,0.33078703703703705,0.01749475157452764,0.9825052484254724,2867,59.88453463960812,4440.627777777778,8778
0,4.0,priority_deduplicating,2026473901,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4440.627777777778,8778
0,4.0,fifo_blind,2026473902,12,180,2,4320,1431,24,1407,0.33125,0.016771488469601678,0.9832285115303984,2865,60.25925925925926,4384.883333333333,8717
0,4.0,priority_deduplicating,2026473902,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4384.883333333333,8717
0,4.0,fifo_blind,2026473903,12,180,2,4320,1446,26,1420,0.3347222222222222,0.017980636237897647,0.9820193637621023,2850,61.14107883817427,4354.105555555556,8629
0,4.0,priority_deduplicating,2026473903,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4354.105555555556,8629
0,4.0,fifo_blind,2026473904,12,180,2,4320,1450,25,1425,0.33564814814814814,0.017241379310344827,0.9827586206896551,2846,59.28068965517242,4289.372222222222,8501
0,4.0,priority_deduplicating,2026473904,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4289.372222222222,8501
0,4.0,fifo_blind,2026473905,12,180,2,4320,1447,24,1423,0.3349537037037037,0.0165860400829302,0.9834139599170698,2849,60.20110573600553,4338.927777777778,8606
0,4.0,priority_deduplicating,2026473905,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4338.927777777778,8606
0,4.0,fifo_blind,2026473906,12,180,2,4320,1413,24,1389,0.32708333333333334,0.016985138004246284,0.9830148619957537,2883,60.98584571832979,4408.05,8652
0,4.0,priority_deduplicating,2026473906,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4408.05,8652
0,4.0,fifo_blind,2026473907,12,180,2,4320,1444,24,1420,0.33425925925925926,0.01662049861495845,0.9833795013850416,2852,59.49445983379501,4378.227777777778,8726
0,4.0,priority_deduplicating,2026473907,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4378.227777777778,8726
0,4.0,fifo_blind,2026473908,12,180,2,4320,1444,24,1420,0.33425925925925926,0.01662049861495845,0.9833795013850416,2852,59.34002770083102,4354.061111111111,8622
0,4.0,priority_deduplicating,2026473908,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4354.061111111111,8622
