delay,policy,seed,turns,moves,stale_conflicts,full_board,blue_win,yellow_win
3,blind_delay,2026103022,53,49,4,True,False,True
3,queue_aware,2026103022,49,49,0,True,True,False
3,blind_delay,2026103023,55,49,6,True,True,False
3,queue_aware,2026103023,49,49,0,True,False,True
3,blind_delay,2026103024,56,49,7,True,False,True
3,queue_aware,2026103024,49,49,0,True,True,False
3,blind_delay,2026103025,55,49,6,True,True,False
3,queue_aware,2026103025,49,49,0,True,True,False
3,blind_delay,2026103026,62,49,13,True,True,False
3,queue_aware,2026103026,49,49,0,True,True,False
3,blind_delay,2026103027,56,49,7,True,False,True
3,queue_aware,2026103027,49,49,0,True,True,False
3,blind_delay,2026103028,57,49,8,True,True,False
3,queue_aware,2026103028,49,49,0,True,True,False
3,blind_delay,2026103029,53,49,4,True,True,False
3,queue_aware,2026103029,49,49,0,True,False,True
3,blind_delay,2026103030,52,49,3,True,True,False
3,queue_aware,2026103030,49,49,0,True,False,True
3,blind_delay,2026103031,56,49,7,True,True,False
3,queue_aware,2026103031,49,49,0,True,True,False
3,blind_delay,2026103032,54,49,5,True,True,False
3,queue_aware,2026103032,49,49,0,True,True,False
3,blind_delay,2026103033,55,49,6,True,False,True
3,queue_aware,2026103033,49,49,0,True,False,True
3,blind_delay,2026103034,52,49,3,True,True,False
3,queue_aware,2026103034,49,49,0,True,True,False
3,blind_delay,2026103035,52,49,3,True,True,False
3,queue_aware,2026103035,49,49,0,True,True,False
3,blind_delay,2026103036,56,49,7,True,True,False
3,queue_aware,2026103036,49,49,0,True,True,False
3,blind_delay,2026103037,56,49,7,True,False,True
3,queue_aware,2026103037,49,49,0,True,True,False
3,blind_delay,2026103038,51,49,2,True,True,False
3,queue_aware,2026103038,49,49,0,True,False,True
3,blind_delay,2026103039,55,49,6,True,False,True
3,queue_aware,2026103039,49,49,0,True,False,True
3,blind_delay,2026103040,59,49,10,True,True,False
3,queue_aware,2026103040,49,49,0,True,True,False
3,blind_delay,2026103041,56,49,7,True,False,True
3,queue_aware,2026103041,49,49,0,True,True,False
3,blind_delay,2026103042,56,49,7,True,True,False
3,queue_aware,2026103042,49,49,0,True,False,True
3,blind_delay,2026103043,60,49,11,True,False,True
3,queue_aware,2026103043,49,49,0,True,True,False
3,blind_delay,2026103044,56,49,7,True,True,False
3,queue_aware,2026103044,49,49,0,True,True,False
3,blind_delay,2026103045,52,49,3,True,True,False
3,queue_aware,2026103045,49,49,0,True,False,True
3,blind_delay,2026103046,54,49,5,True,True,False
3,queue_aware,2026103046,49,49,0,True,True,False
3,blind_delay,2026103047,59,49,10,True,True,False
3,queue_aware,2026103047,49,49,0,True,True,False
3,blind_delay,2026103048,55,49,6,True,True,False
3,queue_aware,2026103048,49,49,0,True,False,True
3,blind_delay,2026103049,55,49,6,True,False,True
3,queue_aware,2026103049,49,49,0,True,True,False
5,blind_delay,2026123000,61,49,12,True,True,False
5,queue_aware,2026123000,49,49,0,True,False,True
5,blind_delay,2026123001,58,49,9,True,False,True
5,queue_aware,2026123001,49,49,0,True,True,False
5,blind_delay,2026123002,59,49,10,True,False,True
5,queue_aware,2026123002,49,49,0,True,True,False
5,blind_delay,2026123003,63,49,14,True,True,False
5,queue_aware,2026123003,49,49,0,True,False,True
5,blind_delay,2026123004,57,49,8,True,True,False
5,queue_aware,2026123004,49,49,0,True,True,False
5,blind_delay,2026123005,59,49,10,True,True,False
5,queue_aware,2026123005,49,49,0,True,True,False
5,blind_delay,2026123006,55,49,6,True,False,True
5,queue_aware,2026123006,49,49,0,True,True,False
5,blind_delay,2026123007,59,49,10,True,True,False
5,queue_aware,2026123007,49,49,0,True,True,False
5,blind_delay,2026123008,56,49,7,True,True,False
5,queue_aware,2026123008,49,49,0,True,False,True
5,blind_delay,2026123009,59,49,10,True,False,True
5,queue_aware,2026123009,49,49,0,True,False,True
5,blind_delay,2026123010,58,49,9,True,False,True
5,queue_aware,2026123010,49,49,0,True,True,False
5,blind_delay,2026123011,58,49,9,True,False,True
5,queue_aware,2026123011,49,49,0,True,False,True
5,blind_delay,2026123012,60,49,11,True,False,True
5,queue_aware,2026123012,49,49,0,True,True,False
5,blind_delay,2026123013,59,49,10,True,False,True
5,queue_aware,2026123013,49,49,0,True,True,False
5,blind_delay,2026123014,62,49,13,True,False,True
5,queue_aware,2026123014,49,49,0,True,True,False
5,blind_delay,2026123015,59,49,10,True,False,True
5,queue_aware,2026123015,49,49,0,True,False,True
5,blind_delay,2026123016,59,49,10,True,True,False
5,queue_aware,2026123016,49,49,0,True,False,True
5,blind_delay,2026123017,57,49,8,True,False,True
5,queue_aware,2026123017,49,49,0,True,True,False
5,blind_delay,2026123018,62,49,13,True,False,True
5,queue_aware,2026123018,49,49,0,True,False,True
5,blind_delay,2026123019,52,49,3,True,False,True
5,queue_aware,2026123019,49,49,0,True,False,True
5,blind_delay,2026123020,58,49,9,True,True,False
5,queue_aware,2026123020,49,49,0,True,True,False
5,blind_delay,2026123021,56,49,7,True,False,True
5,queue_aware,2026123021,49,49,0,True,False,True
5,blind_delay,2026123022,57,49,8,True,True,False
5,queue_aware,2026123022,49,49,0,True,True,False
5,blind_delay,2026123023,58,49,9,True,False,True
5,queue_aware,2026123023,49,49,0,True,True,False
5,blind_delay,2026123024,61,49,12,True,True,False
5,queue_aware,2026123024,49,49,0,True,False,True
5,blind_delay,2026123025,59,49,10,True,False,True
5,queue_aware,2026123025,49,49,0,True,True,False
5,blind_delay,2026123026,58,49,9,True,False,True
5,queue_aware,2026123026,49,49,0,True,True,False
5,blind_delay,2026123027,62,49,13,True,False,True
5,queue_aware,2026123027,49,49,0,True,True,False
5,blind_delay,2026123028,56,49,7,True,True,False
5,queue_aware,2026123028,49,49,0,True,False,True
5,blind_delay,2026123029,61,49,12,True,False,True
5,queue_aware,2026123029,49,49,0,True,True,False
5,blind_delay,2026123030,61,49,12,True,True,False
5,queue_aware,2026123030,49,49,0,True,False,True
5,blind_delay,2026123031,58,49,9,True,False,True
5,queue_aware,2026123031,49,49,0,True,False,True
5,blind_delay,2026123032,60,49,11,True,True,False
5,queue_aware,2026123032,49,49,0,True,False,True
5,blind_delay,2026123033,58,49,9,True,True,False
5,queue_aware,2026123033,49,49,0,True,True,False
5,blind_delay,2026123034,62,49,13,True,False,True
5,queue_aware,2026123034,49,49,0,True,True,False
5,blind_delay,2026123035,57,49,8,True,False,True
5,queue_aware,2026123035,49,49,0,True,True,False
5,blind_delay,2026123036,58,49,9,True,True,False
5,queue_aware,2026123036,49,49,0,True,False,True
5,blind_delay,2026123037,59,49,10,True,True,False
5,queue_aware,2026123037,49,49,0,True,False,True
5,blind_delay,2026123038,59,49,10,True,True,False
5,queue_aware,2026123038,49,49,0,True,False,True
5,blind_delay,2026123039,60,49,11,True,False,True
5,queue_aware,2026123039,49,49,0,True,False,True
5,blind_delay,2026123040,59,49,10,True,False,True
5,queue_aware,2026123040,49,49,0,True,False,True
5,blind_delay,2026123041,61,49,12,True,False,True
5,queue_aware,2026123041,49,49,0,True,False,True
5,blind_delay,2026123042,61,49,12,True,False,True
5,queue_aware,2026123042,49,49,0,True,True,False
5,blind_delay,2026123043,55,49,6,True,False,True
5,queue_aware,2026123043,49,49,0,True,True,False
5,blind_delay,2026123044,62,49,13,True,True,False
5,queue_aware,2026123044,49,49,0,True,True,False
5,blind_delay,2026123045,59,49,10,True,False,True
5,queue_aware,2026123045,49,49,0,True,True,False
5,blind_delay,2026123046,62,49,13,True,True,False
5,queue_aware,2026123046,49,49,0,True,True,False
5,blind_delay,2026123047,65,49,16,True,False,True
5,queue_aware,2026123047,49,49,0,True,True,False
5,blind_delay,2026123048,56,49,7,True,True,False
5,queue_aware,2026123048,49,49,0,True,True,False
5,blind_delay,2026123049,53,49,4,True,True,False
5,queue_aware,2026123049,49,49,0,True,False,True
