delay,policy,seed,agents,rounds,mean_spectral_edge,p95_spectral_edge,mean_abs_spectral_edge,mean_loop_residual,p95_loop_residual,mean_resolvent_norm,mean_single_entry_delta_m,mean_stability_proxy,mean_delta_to_proxy_ratio,mean_derivative_relative_error,mean_receipt_age,mean_disagreement,max_disagreement,spectral_edge_exceedance_rate,state_overshoot_count,high_age_tail,high_loop_tail,high_disagreement_tail
3,queue_aware,2026103620,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.35005983001520047,0.6806242259657774,0.0,0,0,1,0
3,blind_delay,2026103621,24,180,1.454364115589145,1.4624890547823803,1.454364115589145,0.04963164936503011,0.048594428871834426,0.609583032206351,0.0002689028823939539,0.0461380664542255,0.005795842739900405,8.514328338410204e-05,1.9833333333333334,0.2408478533181266,0.5404320062145477,0.0,0,0,0,0
3,queue_aware,2026103621,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.37024509724691257,0.8137532539684498,0.0,0,0,1,1
3,blind_delay,2026103622,24,180,1.454364115589145,1.4624890547823803,1.454364115589145,0.04963164936503011,0.048594428871834426,0.609583032206351,0.0002689028823939539,0.0461380664542255,0.005795842739900405,8.514328338410204e-05,1.9833333333333334,0.22508284905326875,0.40433224434730086,0.0,0,0,0,0
3,queue_aware,2026103622,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.3499656312155238,0.5652186555164991,0.0,0,0,1,0
3,blind_delay,2026103623,24,180,1.454364115589145,1.4624890547823803,1.454364115589145,0.04963164936503011,0.048594428871834426,0.609583032206351,0.0002689028823939539,0.0461380664542255,0.005795842739900405,8.514328338410204e-05,1.9833333333333334,0.22519798603276986,0.40609530697001595,0.0,0,0,0,0
3,queue_aware,2026103623,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.35017889268541935,0.5724397165291788,0.0,0,0,1,0
3,blind_delay,2026103624,24,180,1.454364115589145,1.4624890547823803,1.454364115589145,0.04963164936503011,0.048594428871834426,0.609583032206351,0.0002689028823939539,0.0461380664542255,0.005795842739900405,8.514328338410204e-05,1.9833333333333334,0.23774097915708928,0.5350361398803082,0.0,0,0,0,0
3,queue_aware,2026103624,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.36927530852963775,0.8109942242280338,0.0,0,0,1,0
3,blind_delay,2026103625,24,180,1.454364115589145,1.4624890547823803,1.454364115589145,0.04963164936503011,0.048594428871834426,0.609583032206351,0.0002689028823939539,0.0461380664542255,0.005795842739900405,8.514328338410204e-05,1.9833333333333334,0.22880381325388824,0.4725588862024157,0.0,0,0,0,0
3,queue_aware,2026103625,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.3615372323952609,0.7069621098242042,0.0,0,0,1,0
3,blind_delay,2026103626,24,180,1.454364115589145,1.4624890547823803,1.454364115589145,0.04963164936503011,0.048594428871834426,0.609583032206351,0.0002689028823939539,0.0461380664542255,0.005795842739900405,8.514328338410204e-05,1.9833333333333334,0.2392032622551127,0.5248590035015901,0.0,0,0,0,0
3,queue_aware,2026103626,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.3687892305155949,0.7867633986633663,0.0,0,0,1,0
3,blind_delay,2026103627,24,180,1.454364115589145,1.4624890547823803,1.454364115589145,0.04963164936503011,0.048594428871834426,0.609583032206351,0.0002689028823939539,0.0461380664542255,0.005795842739900405,8.514328338410204e-05,1.9833333333333334,0.22109591061602837,0.43229175921555735,0.0,0,0,0,0
3,queue_aware,2026103627,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.34859309898433,0.6369887916955438,0.0,0,0,1,0
3,blind_delay,2026103628,24,180,1.454364115589145,1.4624890547823803,1.454364115589145,0.04963164936503011,0.048594428871834426,0.609583032206351,0.0002689028823939539,0.0461380664542255,0.005795842739900405,8.514328338410204e-05,1.9833333333333334,0.21787681493370287,0.42000802263977144,0.0,0,0,0,0
