policy,device,agents,steps,fallback_steps,unsafe_overlap_steps,minimum_separation,mean_formation_error,final_leader_x,runtime_seconds
blind,cuda,12,220,0,18,0.4048115313053131,0.4212194652719931,7.665762901306152,3.6575493999989703
monitored,cuda,12,220,21,0,1.1364669799804688,0.45758707455613395,7.665762901306152,4.115855999989435
