policy,step,agent,x,y,z,target_x,target_y,target_z,max_message_age,formation_error,minimum_separation,monitor_risk,fallback,unsafe_overlap
blind,1,6,1.3953334093093872,-2.2088463306427,5.4699788093566895,1.2989377975463867,-2.1208479404449463,5.5370025634765625,2,0.2735392451286316,1.4996730089187622,0,0,0
blind,1,7,2.3314385414123535,1.0874309539794922,4.4057416915893555,2.1876020431518555,1.2942156791687012,4.021213054656982,2,0.2735392451286316,1.4996730089187622,0,0,0
blind,1,8,-0.32387301325798035,2.5015861988067627,3.892786979675293,0.022870320826768875,2.544215679168701,4.059114933013916,2,0.2735392451286316,1.4996730089187622,0,0,0
blind,1,9,-2.456151008605957,1.3020597696304321,4.200709819793701,-2.1418609619140625,1.2942157983779907,4.09701681137085,2,0.2735392451286316,1.4996730089187622,0,0,0
blind,1,10,-2.4469587802886963,-1.4984060525894165,4.191980361938477,-2.1418609619140625,-1.205784797668457,4.09701681137085,2,0.2735392451286316,1.4996730089187622,0,0,0
blind,1,11,-0.016986310482025146,-2.7682790756225586,4.100338935852051,0.022870458662509918,-2.455784320831299,4.059114933013916,2,0.2735392451286316,1.4996730089187622,0,0,0
blind,2,0,0.014570980332791805,0.017892666161060333,4.803642749786377,0.07200000435113907,0.08840585500001907,4.81799840927124,3,0.24476569890975952,1.5949565172195435,0,0,0
blind,2,1,2.6508147716522217,0.10139574110507965,5.630746841430664,2.5967187881469727,0.08840585500001907,5.480036735534668,3,0.24476569890975952,1.5949565172195435,0,0,0
blind,2,2,1.2495256662368774,2.152022361755371,5.5256500244140625,1.3474845886230469,2.253469467163086,5.523787975311279,3,0.24476569890975952,1.5949565172195435,0,0,0
blind,2,3,-1.2885764837265015,2.1751551628112793,5.455816268920898,-1.1509835720062256,2.253469228744507,5.611289978027344,3,0.24476569890975952,1.5949565172195435,0,0,0
blind,2,4,-2.495821237564087,0.0003440100699663162,5.571053504943848,-2.4002175331115723,0.08840563893318176,5.655040740966797,3,0.24476569890975952,1.5949565172195435,0,0,0
blind,2,5,-1.355411171913147,-1.9708250761032104,5.268463134765625,-1.150983214378357,-2.076657772064209,5.611289978027344,3,0.24476569890975952,1.5949565172195435,0,0,0
blind,2,6,1.3370399475097656,-2.1898281574249268,5.496391296386719,1.3474844694137573,-2.076657772064209,5.523787975311279,3,0.24476569890975952,1.5949565172195435,0,0,0
blind,2,7,2.2868709564208984,1.1266181468963623,4.307758331298828,2.209486246109009,1.3384058475494385,3.9926791191101074,3,0.24476569890975952,1.5949565172195435,0,0,0
blind,2,8,-0.24116772413253784,2.50115966796875,3.935133218765259,0.04574930667877197,2.5884058475494385,4.068458080291748,3,0.24476569890975952,1.5949565172195435,0,0,0
blind,2,9,-2.3776280879974365,1.2872573137283325,4.1707763671875,-2.1179873943328857,1.338405966758728,4.144237041473389,3,0.24476569890975952,1.5949565172195435,0,0,0
blind,2,10,-2.3763232231140137,-1.4322125911712646,4.167771816253662,-2.1179873943328857,-1.1615946292877197,4.144237041473389,3,0.24476569890975952,1.5949565172195435,0,0,0
blind,2,11,-0.01624191366136074,-2.6846468448638916,4.084719181060791,0.045749448239803314,-2.4115941524505615,4.068458080291748,3,0.24476569890975952,1.5949565172195435,0,0,0
blind,3,0,0.027800530195236206,0.034127410501241684,4.806949138641357,0.1080000102519989,0.13254481554031372,4.8269944190979,4,0.24856898188591003,1.6910462379455566,0,0,0
blind,3,1,2.606128454208374,0.06659761071205139,5.577327251434326,2.6439104080200195,0.13254481554031372,5.444779396057129,4,0.24856898188591003,1.6910462379455566,0,0,0
blind,3,2,1.241795539855957,2.1238157749176025,5.484248638153076,1.395632266998291,2.2976083755493164,5.510370254516602,4,0.24856898188591003,1.6910462379455566,0,0,0
blind,3,3,-1.2596700191497803,2.170016288757324,5.51848030090332,-1.1009235382080078,2.2976081371307373,5.641551971435547,4,0.24856898188591003,1.6910462379455566,0,0,0
blind,3,4,-2.4439361095428467,-0.006079192738980055,5.589288234710693,-2.349201202392578,0.1325445920228958,5.7071428298950195,4,0.24856898188591003,1.6910462379455566,0,0,0
blind,3,5,-1.3183279037475586,-2.02187442779541,5.356853008270264,-1.1009230613708496,-2.0325188636779785,5.641551971435547,4,0.24856898188591003,1.6910462379455566,0,0,0
blind,3,6,1.2910226583480835,-2.173999547958374,5.513842582702637,1.395632266998291,-2.0325188636779785,5.510370254516602,4,0.24856898188591003,1.6910462379455566,0,0,0
blind,3,7,2.246952772140503,1.1592161655426025,4.218916893005371,2.2307262420654297,1.382544755935669,3.964421033859253,4,0.24856898188591003,1.6910462379455566,0,0,0
blind,3,8,-0.17586499452590942,2.500810384750366,3.969888925552368,0.0686454027891159,2.632544755935669,4.078027725219727,4,0.24856898188591003,1.6910462379455566,0,0,0
blind,3,9,-2.3148484230041504,1.2750167846679688,4.15310001373291,-2.093435287475586,1.382544994354248,4.191634178161621,4,0.24856898188591003,1.6910462379455566,0,0,0
blind,3,10,-2.3157904148101807,-1.372681975364685,4.1554975509643555,-2.093435287475586,-1.1174557209014893,4.191634178161621,4,0.24856898188591003,1.6910462379455566,0,0,0
blind,3,11,-0.01813841052353382,-2.616593837738037,4.0721025466918945,0.06864553689956665,-2.367455244064331,4.078027725219727,4,0.24856898188591003,1.6910462379455566,0,0,0
blind,4,0,0.044254377484321594,0.05430252477526665,4.811060905456543,0.14400000870227814,0.17660704255104065,4.835986137390137,5,0.27425551414489746,1.7793123722076416,0,0,0
blind,4,1,2.572411060333252,0.03870721161365509,5.525886058807373,2.6903159618377686,0.17660704255104065,5.409375190734863,5,0.27425551414489746,1.7793123722076416,0,0,0
blind,4,2,1.2409812211990356,2.1019203662872314,5.442401885986328,1.4433742761611938,2.3416707515716553,5.496763229370117,5,0.27425551414489746,1.7793123722076416,0,0,0
blind,4,3,-1.2338911294937134,2.165964365005493,5.572336673736572,-1.0505088567733765,2.341670513153076,5.671539306640625,5,0.27425551414489746,1.7793123722076416,0,0,0
blind,4,4,-2.399052619934082,-0.011134479194879532,5.615218162536621,-2.297450304031372,0.17660681903362274,5.758927345275879,5,0.27425551414489746,1.7793123722076416,0,0,0
blind,4,5,-1.281961441040039,-2.0627028942108154,5.436805725097656,-1.0505084991455078,-1.9884566068649292,5.671539306640625,5,0.27425551414489746,1.7793123722076416,0,0,0
blind,4,6,1.254903793334961,-2.160729169845581,5.523848056793213,1.4433741569519043,-1.9884566068649292,5.496763229370117,5,0.27425551414489746,1.7793123722076416,0,0,0
blind,4,7,2.2107057571411133,1.1875710487365723,4.135973930358887,2.251333475112915,1.4266070127487183,3.9364607334136963,5,0.27425551414489746,1.7793123722076416,0,0,0
blind,4,8,-0.12472793459892273,2.5005240440368652,3.998527765274048,0.09156709909439087,2.676607131958008,4.087821006774902,5,0.27425551414489746,1.7793123722076416,0,0,0
blind,4,9,-2.2614645957946777,1.2641682624816895,4.14519739151001,-2.0681989192962646,1.4266071319580078,4.2391815185546875,5,0.27425551414489746,1.7793123722076416,0,0,0
blind,4,10,-2.2680811882019043,-1.3234463930130005,4.153442859649658,-2.0681989192962646,-1.07339346408844,4.2391815185546875,5,0.27425551414489746,1.7793123722076416,0,0,0
blind,4,11,-0.02222677506506443,-2.561218023300171,4.061971187591553,0.09156723320484161,-2.323392868041992,4.087821006774902,5,0.27425551414489746,1.7793123722076416,0,0,0
blind,5,0,0.06347595900297165,0.07784559577703476,4.815862655639648,0.18000000715255737,0.22056716680526733,4.844973087310791,5,0.3098946213722229,1.8541021347045898,0,0,0
blind,5,1,2.546414852142334,0.01538855955004692,5.473388195037842,2.735931873321533,0.22056716680526733,5.373852729797363,5,0.3098946213722229,1.8541021347045898,0,0,0
blind,5,2,1.244820475578308,2.0858850479125977,5.403278350830078,1.4907042980194092,2.3856308460235596,5.482981204986572,5,0.3098946213722229,1.8541021347045898,0,0,0
blind,5,3,-1.2105884552001953,2.1627988815307617,5.618978500366211,-0.9997504353523254,2.3856306076049805,5.701237678527832,5,0.3098946213722229,1.8541021347045898,0,0,0
blind,5,4,-2.3584065437316895,-0.014076845720410347,5.651686668395996,-2.2449774742126465,0.22056694328784943,5.810366153717041,5,0.3098946213722229,1.8541021347045898,0,0,0
blind,5,5,-1.2449138164520264,-2.093289375305176,5.509840965270996,-0.9997500777244568,-1.9444963932037354,5.701237678527832,5,0.3098946213722229,1.8541021347045898,0,0,0
blind,5,6,1.2249222993850708,-2.148752212524414,5.527829647064209,1.49070405960083,-1.9444963932037354,5.482981204986572,5,0.3098946213722229,1.8541021347045898,0,0,0
blind,5,7,2.178471803665161,1.2128630876541138,4.058730125427246,2.27131986618042,1.470567226409912,3.908820867538452,5,0.3098946213722229,1.8541021347045898,0,0,0
blind,5,8,-0.085123710334301,2.500288486480713,4.022250175476074,0.11452285945415497,2.720567226409912,4.097836494445801,5,0.3098946213722229,1.8541021347045898,0,0,0
blind,5,9,-2.218815803527832,1.2550822496414185,4.146176815032959,-2.042273998260498,1.470567226409912,4.286852836608887,5,0.3098946213722229,1.8541021347045898,0,0,0
blind,5,10,-2.2222442626953125,-1.2716668844223022,4.165424346923828,-2.042273998260498,-1.029433250427246,4.286852836608887,5,0.3098946213722229,1.8541021347045898,0,0,0
blind,5,11,-0.028515784069895744,-2.5134034156799316,4.05340051651001,0.11452300101518631,-2.279432773590088,4.097836494445801,5,0.3098946213722229,1.8541021347045898,0,0,0
blind,6,0,0.08507336676120758,0.10426166653633118,4.821256160736084,0.2160000205039978,0.26439976692199707,4.8539533615112305,6,0.34874606132507324,1.8415495157241821,0,0,0
blind,6,1,2.5280277729034424,-0.0029378607869148254,5.422543525695801,2.780754804611206,0.26439976692199707,5.338240146636963,6,0.34874606132507324,1.8415495157241821,0,0,0
blind,6,2,1.2613210678100586,2.0807416439056396,5.360705375671387,1.5376167297363281,2.4294633865356445,5.469038009643555,6,0.34874606132507324,1.8415495157241821,0,0,0
blind,6,3,-1.1882805824279785,2.160254716873169,5.661528587341309,-0.9486592411994934,2.4294631481170654,5.7306342124938965,6,0.34874606132507324,1.8415495157241821,0,0,0
blind,6,4,-2.323136329650879,-0.013768809847533703,5.697851657867432,-2.1917970180511475,0.26439955830574036,5.861432075500488,6,0.34874606132507324,1.8415495157241821,0,0,0
blind,6,5,-1.2060657739639282,-2.1132805347442627,5.576859474182129,-0.9486588835716248,-1.9006638526916504,5.7306342124938965,6,0.34874606132507324,1.8415495157241821,0,0,0
blind,6,6,1.1985032558441162,-2.1357760429382324,5.525907039642334,1.537616491317749,-1.9006638526916504,5.469038009643555,6,0.34874606132507324,1.8415495157241821,0,0,0
blind,6,7,2.1505088806152344,1.236432433128357,3.9867360591888428,2.2906992435455322,1.514399766921997,3.881521701812744,6,0.34874606132507324,1.8415495157241821,0,0,0
blind,6,8,-0.05491103604435921,2.500094175338745,4.0420331954956055,0.13752108812332153,2.764399766921997,4.108070373535156,6,0.34874606132507324,1.8415495157241821,0,0,0
blind,6,9,-2.1733922958374023,1.2477431297302246,4.158738136291504,-2.0156567096710205,1.5143998861312866,4.334619522094727,6,0.34874606132507324,1.8415495157241821,0,0,0
blind,6,10,-2.18410587310791,-1.2233998775482178,4.191988468170166,-2.0156567096710205,-0.9856007099151611,4.334619522094727,6,0.34874606132507324,1.8415495157241821,0,0,0
blind,6,11,-0.03674985095858574,-2.46903395652771,4.046024322509766,0.13752123713493347,-2.235600233078003,4.108070373535156,6,0.34874606132507324,1.8415495157241821,0,0,0
blind,7,0,0.10871017724275589,0.1331222951412201,4.8271565437316895,0.25200000405311584,0.30807965993881226,4.862926006317139,5,0.3871014714241028,1.828555941581726,0,0,0
blind,7,1,2.51676869392395,-0.01669343374669552,5.363824367523193,2.8247838020324707,0.30807965993881226,5.302566051483154,5,0.3871014714241028,1.828555941581726,0,0,0
blind,7,2,1.2893472909927368,2.0881502628326416,5.319565296173096,1.584106683731079,2.4731433391571045,5.454949378967285,5,0.3871014714241028,1.828555941581726,0,0,0
blind,7,3,-1.1648322343826294,2.1590609550476074,5.702764987945557,-0.897247314453125,2.4731431007385254,5.7597150802612305,5,0.3871014714241028,1.828555941581726,0,0,0
blind,7,4,-2.2939741611480713,-0.009194498881697655,5.751432418823242,-2.1379241943359375,0.30807945132255554,5.912098407745361,5,0.3871014714241028,1.828555941581726,0,0,0
blind,7,5,-1.1645584106445312,-2.1221842765808105,5.638308048248291,-0.8972469568252563,-1.8569839000701904,5.7597150802612305,5,0.3871014714241028,1.828555941581726,0,0,0
blind,7,6,1.176374912261963,-2.1205697059631348,5.5166497230529785,1.5841065645217896,-1.8569839000701904,5.454949378967285,5,0.3871014714241028,1.828555941581726,0,0,0
blind,7,7,2.1258115768432617,1.2555652856826782,3.9228739738464355,2.309485912322998,1.558079719543457,3.8545846939086914,5,0.3871014714241028,1.828555941581726,0,0,0
blind,7,8,-0.024246450513601303,2.500772476196289,4.0636186599731445,0.16057008504867554,2.808079719543457,4.1185197830200195,5,0.3871014714241028,1.828555941581726,0,0,0
blind,7,9,-2.1323189735412598,1.2439069747924805,4.184348106384277,-1.9883452653884888,1.558079719543457,4.382454872131348,5,0.3871014714241028,1.828555941581726,0,0,0
blind,7,10,-2.154062032699585,-1.1794177293777466,4.23250675201416,-1.9883452653884888,-0.941920816898346,4.382454872131348,5,0.3871014714241028,1.828555941581726,0,0,0
blind,7,11,-0.04653983563184738,-2.427668333053589,4.040139198303223,0.16057021915912628,-2.191920280456543,4.1185197830200195,5,0.3871014714241028,1.828555941581726,0,0,0
blind,8,0,0.134097620844841,0.16405616700649261,4.83349084854126,0.2880000174045563,0.351581871509552,4.871889591217041,5,0.42225903272628784,1.8244705200195312,0,0,0
blind,8,1,2.5140655040740967,-0.024034010246396065,5.303636074066162,2.8680195808410645,0.351581871509552,5.266859531402588,5,0.42225903272628784,1.8244705200195312,0,0,0
blind,8,2,1.329162836074829,2.1112518310546875,5.284893989562988,1.630170464515686,2.5166454315185547,5.440729141235352,5,0.42225903272628784,1.8244705200195312,0,0,0
blind,8,3,-1.139753818511963,2.1600277423858643,5.742320537567139,-0.845526933670044,2.5166451930999756,5.788468360900879,5,0.42225903272628784,1.8244705200195312,0,0,0
blind,8,4,-2.2704153060913086,0.00031825341284275055,5.80930757522583,-2.0833754539489746,0.3515816628932953,5.962338447570801,5,0.42225903272628784,1.8244705200195312,0,0,0
blind,8,5,-1.119974970817566,-2.1195294857025146,5.694064617156982,-0.8455266952514648,-1.8134818077087402,5.788468360900879,5,0.42225903272628784,1.8244705200195312,0,0,0
blind,8,6,1.159885048866272,-2.1062185764312744,5.501535415649414,1.6301703453063965,-1.8134818077087402,5.440729141235352,5,0.42225903272628784,1.8244705200195312,0,0,0
blind,8,7,2.1062467098236084,1.279065728187561,3.859306573867798,2.327694892883301,1.6015818119049072,3.828029155731201,5,0.42225903272628784,1.8244705200195312,0,0,0
blind,8,8,0.003178020939230919,2.503131151199341,4.0849761962890625,0.1836780607700348,2.8515818119049072,4.129180431365967,5,0.42225903272628784,1.8244705200195312,0,0,0
blind,8,9,-2.0971877574920654,1.245353102684021,4.224296569824219,-1.9603387117385864,1.6015820503234863,4.430331707000732,5,0.42225903272628784,1.8244705200195312,0,0,0
blind,8,10,-2.1324751377105713,-1.141139268875122,4.284219264984131,-1.9603387117385864,-0.8984186053276062,4.430331707000732,5,0.42225903272628784,1.8244705200195312,0,0,0
blind,8,11,-0.05742478370666504,-2.388911724090576,4.036079406738281,0.18367820978164673,-2.1484181880950928,4.129180431365967,5,0.42225903272628784,1.8244705200195312,0,0,0
blind,9,0,0.16098779439926147,0.1967410445213318,4.840195655822754,0.3240000307559967,0.3948815166950226,4.880842685699463,5,0.454071581363678,1.8116511106491089,0,0,0
blind,9,1,2.5199813842773438,-0.024342091754078865,5.243106365203857,2.9104621410369873,0.3948815166950226,5.231147766113281,5,0.454071581363678,1.8116511106491089,0,0,0
blind,9,2,1.375854730606079,2.1477742195129395,5.261360168457031,1.6758043766021729,2.5599451065063477,5.426392555236816,5,0.454071581363678,1.8116511106491089,0,0,0
blind,9,3,-1.1125833988189697,2.163900375366211,5.779905319213867,-0.793510913848877,2.5599448680877686,5.816882133483887,5,0.454071581363678,1.8116511106491089,0,0,0
blind,9,4,-2.2507247924804688,0.014940822497010231,5.868733882904053,-2.0281684398651123,0.39488130807876587,6.012126922607422,5,0.454071581363678,1.8116511106491089,0,0,0
blind,9,5,-1.0795156955718994,-2.113250732421875,5.741224765777588,-0.7935105562210083,-1.7701821327209473,5.816882133483887,5,0.454071581363678,1.8116511106491089,0,0,0
blind,9,6,1.1517058610916138,-2.082984447479248,5.471240520477295,1.6758042573928833,-1.7701821327209473,5.426392555236816,5,0.454071581363678,1.8116511106491089,0,0,0
blind,9,7,2.0913679599761963,1.304067850112915,3.7998318672180176,2.3453431129455566,1.6448814868927002,3.8018743991851807,5,0.454071581363678,1.8116511106491089,0,0,0
blind,9,8,0.027441933751106262,2.508004665374756,4.106328964233398,0.20685312151908875,2.8948814868927,4.140048027038574,5,0.454071581363678,1.8116511106491089,0,0,0
blind,9,9,-2.0707762241363525,1.2538456916809082,4.2766523361206055,-1.9316364526748657,1.6448816061019897,4.478221893310547,5,0.454071581363678,1.8116511106491089,0,0,0
blind,9,10,-2.1183156967163086,-1.1089675426483154,4.342909812927246,-1.9316364526748657,-0.855118989944458,4.478221893310547,5,0.454071581363678,1.8116511106491089,0,0,0
blind,9,11,-0.06872352957725525,-2.352363109588623,4.034220218658447,0.20685327053070068,-2.1051185131073,4.140048027038574,5,0.454071581363678,1.8116511106491089,0,0,0
blind,10,0,0.18916791677474976,0.23089677095413208,4.847217559814453,0.36000001430511475,0.4379538297653198,4.889784336090088,5,0.4814886450767517,1.804533839225769,0,0,0
blind,10,1,2.534303665161133,-0.01720726490020752,5.18337869644165,2.952115058898926,0.4379538297653198,5.195460796356201,5,0.4814886450767517,1.804533839225769,0,0,0
blind,10,2,1.4241453409194946,2.1931955814361572,5.250267028808594,1.7210057973861694,2.6030173301696777,5.4119553565979,5,0.4814886450767517,1.804533839225769,0,0,0
blind,10,3,-1.0829198360443115,2.1713836193084717,5.815247058868408,-0.7412127256393433,2.6030173301696777,5.844944477081299,5,0.4814886450767517,1.804533839225769,0,0,0
blind,10,4,-2.234307289123535,0.028963670134544373,5.923817157745361,-1.97232186794281,0.4379536211490631,6.061439037322998,5,0.4814886450767517,1.804533839225769,0,0,0
blind,10,5,-1.0304375886917114,-2.0922107696533203,5.786594867706299,-0.7412122488021851,-1.7271097898483276,5.844944477081299,5,0.4814886450767517,1.804533839225769,0,0,0
blind,10,6,1.158799648284912,-2.055260419845581,5.428008079528809,1.7210057973861694,-1.7271097898483276,5.4119553565979,5,0.4814886450767517,1.804533839225769,0,0,0
blind,10,7,2.08211088180542,1.33224356174469,3.7445297241210938,2.3624472618103027,1.6879538297653198,3.776139259338379,5,0.4814886450767517,1.804533839225769,0,0,0
blind,10,8,0.04860951006412506,2.516388177871704,4.12786340713501,0.23010320961475372,2.9379539489746094,4.151118755340576,5,0.4814886450767517,1.804533839225769,0,0,0
blind,10,9,-2.0550360679626465,1.2698966264724731,4.337667942047119,-1.9022403955459595,1.6879539489746094,4.526098251342773,5,0.4814886450767517,1.804533839225769,0,0,0
blind,10,10,-2.1091678142547607,-1.0817606449127197,4.404563903808594,-1.9022403955459595,-0.8120466470718384,4.526098251342773,5,0.4814886450767517,1.804533839225769,0,0,0
blind,10,11,-0.08066398650407791,-2.3227059841156006,4.033929347991943,0.23010334372520447,-2.0620460510253906,4.151118755340576,5,0.4814886450767517,1.804533839225769,0,0,0
blind,11,0,0.21845534443855286,0.2662794589996338,4.854509353637695,0.3960000276565552,0.48077458143234253,4.898713111877441,6,0.5043074488639832,1.8060706853866577,0,0,0
blind,11,1,2.5563571453094482,-0.0025801481679081917,5.12595272064209,2.992982864379883,0.48077458143234253,5.159826278686523,6,0.5043074488639832,1.8060706853866577,0,0,0
blind,11,2,1.4705731868743896,2.242757558822632,5.249060153961182,1.7657731771469116,2.6458382606506348,5.397432804107666,6,0.5043074488639832,1.8060706853866577,0,0,0
blind,11,3,-1.0551918745040894,2.178956985473633,5.845887660980225,-0.6886459589004517,2.6458380222320557,5.872644901275635,6,0.5043074488639832,1.8060706853866577,0,0,0
blind,11,4,-2.2152912616729736,0.053051743656396866,5.982275009155273,-1.9158552885055542,0.4807743728160858,6.110251426696777,6,0.5043074488639832,1.8060706853866577,0,0,0
blind,11,5,-0.9797036051750183,-2.0594003200531006,5.823416709899902,-0.688645601272583,-1.6842889785766602,5.872644901275635,6,0.5043074488639832,1.8060706853866577,0,0,0
blind,11,6,1.1863653659820557,-2.026935577392578,5.377316474914551,1.765773057937622,-1.6842889785766602,5.397432804107666,6,0.5043074488639832,1.8060706853866577,0,0,0
blind,11,7,2.0780341625213623,1.3637338876724243,3.6932244300842285,2.379025459289551,1.7307746410369873,3.7508413791656494,6,0.5043074488639832,1.8060706853866577,0,0,0
blind,11,8,0.0667000561952591,2.529445171356201,4.1495866775512695,0.25343620777130127,2.9807746410369873,4.162387371063232,6,0.5043074488639832,1.8060706853866577,0,0,0
blind,11,9,-2.0492653846740723,1.2928417921066284,4.401768684387207,-1.8721529245376587,1.7307746410369873,4.5739336013793945,6,0.5043074488639832,1.8060706853866577,0,0,0
blind,11,10,-2.1045002937316895,-1.0614838600158691,4.461607456207275,-1.8721529245376587,-0.7692258954048157,4.5739336013793945,6,0.5043074488639832,1.8060706853866577,0,0,0
blind,11,11,-0.09087993949651718,-2.288072347640991,4.037433624267578,0.2534363269805908,-2.0192253589630127,4.162387371063232,6,0.5043074488639832,1.8060706853866577,0,0,0
blind,12,0,0.24869327247142792,0.30267632007598877,4.862030982971191,0.4320000410079956,0.5233194828033447,4.907627105712891,5,0.5234736800193787,1.8079768419265747,0,0,0
blind,12,1,2.5851504802703857,0.01915525272488594,5.071847915649414,3.0330700874328613,0.5233194828033447,5.124271869659424,5,0.5234736800193787,1.8079768419265747,0,0,0
blind,12,2,1.5089842081069946,2.2852251529693604,5.249265670776367,1.8101050853729248,2.688383102416992,5.382839202880859,5,0.5234736800193787,1.8079768419265747,0,0,0
blind,12,3,-1.0194224119186401,2.195338249206543,5.8766560554504395,-0.6358246803283691,2.688382863998413,5.899972915649414,5,0.5234736800193787,1.8079768419265747,0,0,0
blind,12,4,-2.193727970123291,0.08146022260189056,6.038361072540283,-1.8587895631790161,0.5233192443847656,6.15854024887085,5,0.5234736800193787,1.8079768419265747,0,0,0
blind,12,5,-0.9289584755897522,-2.0181031227111816,5.852148532867432,-0.6358243227005005,-1.6417441368103027,5.899972915649414,5,0.5234736800193787,1.8079768419265747,0,0,0
blind,12,6,1.2316675186157227,-2.001791477203369,5.328233242034912,1.8101049661636353,-1.6417441368103027,5.382839202880859,5,0.5234736800193787,1.8079768419265747,0,0,0
blind,12,7,2.079296112060547,1.3990201950073242,3.646270513534546,2.395097017288208,1.7733194828033447,3.725996971130371,5,0.5234736800193787,1.8079768419265747,0,0,0
blind,12,8,0.08166609704494476,2.548325300216675,4.1711554527282715,0.27685970067977905,3.0233194828033447,4.1738481521606445,5,0.5234736800193787,1.8079768419265747,0,0,0
blind,12,9,-2.0504863262176514,1.3145341873168945,4.461097717285156,-1.8413773775100708,1.7733196020126343,4.621699333190918,5,0.5234736800193787,1.8079768419265747,0,0,0
blind,12,10,-2.097686290740967,-1.0383625030517578,4.523886203765869,-1.8413773775100708,-0.7266809940338135,4.621699333190918,5,0.5234736800193787,1.8079768419265747,0,0,0
blind,12,11,-0.09893502295017242,-2.2540557384490967,4.044479846954346,0.2768598198890686,-1.9766805171966553,4.1738481521606445,5,0.5234736800193787,1.8079768419265747,0,0,0
blind,13,0,0.2797470986843109,0.33990129828453064,4.869747638702393,0.46799999475479126,0.5655646920204163,4.9165263175964355,6,0.5388078093528748,1.823193073272705,0,0,0
blind,13,1,2.6124167442321777,0.04008956253528595,5.022530555725098,3.072383403778076,0.5655646920204163,5.088826656341553,6,0.5388078093528748,1.823193073272705,0,0,0
blind,13,2,1.551138162612915,2.336466073989868,5.255904674530029,1.8540008068084717,2.730628252029419,5.368191242218018,6,0.5388078093528748,1.823193073272705,0,0,0
blind,13,3,-0.9808053970336914,2.2168025970458984,5.904198169708252,-0.5827638506889343,2.73062801361084,5.926919937133789,6,0.5388078093528748,1.823193073272705,0,0,0
blind,13,4,-2.1680543422698975,0.11360591650009155,6.091677188873291,-1.8011460304260254,0.5655644536018372,6.206284523010254,6,0.5388078093528748,1.823193073272705,0,0,0
blind,13,5,-0.8792080283164978,-1.9718575477600098,5.8743743896484375,-0.5827633738517761,-1.599498987197876,5.926919937133789,6,0.5388078093528748,1.823193073272705,0,0,0
