policy,step,active_nodes,edge_count,edge_codes,prime_sum_addition,prime_normalized_division,persistence_log10_exponentiation
delay_blind,107,8,7,14;34;33;57;65;119;209,531,18.964285714285715,583.7789404112239
delay_blind,108,8,7,14;34;33;57;65;119;209,531,18.964285714285715,595.9395427636412
delay_blind,109,8,7,14;34;33;57;65;119;209,531,18.964285714285715,608.1001451160585
delay_blind,110,8,7,14;34;33;57;65;119;209,531,18.964285714285715,620.2607474684758
delay_blind,111,8,7,14;34;33;57;65;119;209,531,18.964285714285715,632.421349820893
delay_blind,112,8,7,14;34;33;57;65;119;209,531,18.964285714285715,644.5819521733104
delay_blind,113,8,7,14;34;33;57;65;119;209,531,18.964285714285715,656.7425545257277
delay_blind,114,8,7,14;34;33;57;65;119;209,531,18.964285714285715,668.903156878145
delay_blind,115,8,7,14;34;33;57;65;119;209,531,18.964285714285715,681.0637592305623
delay_blind,116,8,7,14;34;33;57;65;119;209,531,18.964285714285715,693.2243615829797
delay_blind,117,8,7,14;34;33;57;65;119;209,531,18.964285714285715,705.384963935397
delay_blind,118,8,7,14;34;33;57;65;119;209,531,18.964285714285715,717.5455662878142
delay_blind,119,8,7,14;34;33;57;65;119;209,531,18.964285714285715,729.7061686402315
delay_blind,120,8,7,14;34;33;57;65;119;209,531,18.964285714285715,741.8667709926489
delay_blind,121,8,7,14;34;33;57;65;119;209,531,18.964285714285715,754.0273733450662
delay_blind,122,8,7,14;34;33;57;65;119;209,531,18.964285714285715,766.1879756974835
delay_blind,123,8,7,14;34;33;57;65;119;209,531,18.964285714285715,778.3485780499007
delay_blind,124,8,7,14;34;33;57;65;119;209,531,18.964285714285715,790.5091804023182
delay_blind,125,8,7,14;34;33;57;65;119;209,531,18.964285714285715,802.6697827547355
delay_blind,126,8,7,14;34;33;57;65;119;209,531,18.964285714285715,814.8303851071527
delay_blind,127,8,7,14;34;33;57;65;119;209,531,18.964285714285715,826.9909874595701
delay_blind,128,8,7,14;34;33;57;65;119;209,531,18.964285714285715,839.1515898119875
delay_blind,129,8,7,14;34;33;57;65;119;209,531,18.964285714285715,851.3121921644047
delay_blind,130,8,7,14;34;33;57;65;119;209,531,18.964285714285715,863.4727945168219
delay_blind,131,8,7,14;34;33;57;65;119;209,531,18.964285714285715,875.6333968692393
delay_blind,132,8,7,14;34;33;57;65;119;209,531,18.964285714285715,887.7939992216567
delay_blind,133,8,7,14;34;33;57;65;119;209,531,18.964285714285715,899.9546015740739
delay_blind,134,8,7,14;34;33;57;65;119;209,531,18.964285714285715,912.1152039264912
delay_blind,135,8,7,14;34;33;57;65;119;209,531,18.964285714285715,924.2758062789087
delay_blind,136,8,7,14;34;33;57;65;119;209,531,18.964285714285715,936.4364086313259
delay_blind,137,8,7,14;34;33;57;65;119;209,531,18.964285714285715,948.5970109837431
delay_blind,138,8,7,14;34;33;57;65;119;209,531,18.964285714285715,960.7576133361605
delay_blind,139,8,7,14;34;33;57;65;119;209,531,18.964285714285715,972.9182156885777
delay_blind,140,8,7,14;34;33;57;65;119;209,531,18.964285714285715,985.0788180409952
delay_blind,141,8,7,14;34;33;57;65;119;209,531,18.964285714285715,997.2394203934124
delay_blind,142,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1009.4000227458298
delay_blind,143,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1021.5606250982469
delay_blind,144,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1033.7212274506644
delay_blind,145,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1045.8818298030815
delay_blind,146,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1058.042432155499
delay_blind,147,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1070.2030345079163
delay_blind,148,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1082.3636368603336
delay_blind,149,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1094.5242392127507
delay_blind,150,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1106.6848415651682
delay_blind,151,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1118.8454439175855
delay_blind,152,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1131.0060462700028
delay_blind,153,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1143.16664862242
delay_blind,154,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1155.3272509748374
delay_blind,155,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1167.4878533272547
delay_blind,156,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1179.648455679672
delay_blind,157,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1191.8090580320895
delay_blind,158,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1203.9696603845068
delay_blind,159,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1216.1302627369241
delay_blind,160,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1228.2908650893412
delay_blind,161,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1240.4514674417587
delay_blind,162,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1252.612069794176
delay_blind,163,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1264.7726721465933
delay_blind,164,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1276.9332744990104
delay_blind,165,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1289.093876851428
delay_blind,166,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1301.2544792038452
delay_blind,167,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1313.4150815562625
delay_blind,168,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1325.5756839086798
delay_blind,169,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1337.7362862610971
delay_blind,170,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1349.8968886135146
delay_blind,171,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1362.0574909659317
delay_blind,172,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1374.218093318349
delay_blind,173,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1386.3786956707663
delay_blind,174,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1398.5392980231838
delay_blind,175,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1410.6999003756011
delay_blind,176,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1422.8605027280182
delay_blind,177,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1435.0211050804357
delay_blind,178,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1447.1817074328528
delay_blind,179,8,7,14;34;33;57;65;119;209,531,18.964285714285715,1459.3423097852703
queue_aware,0,0,0,,0,0.0,0
queue_aware,1,0,0,,0,0.0,0
queue_aware,2,0,0,,0,0.0,0
queue_aware,3,0,0,,0,0.0,0
queue_aware,4,0,0,,0,0.0,0
queue_aware,5,0,0,,0,0.0,0
queue_aware,6,0,0,,0,0.0,0
queue_aware,7,0,0,,0,0.0,0
queue_aware,8,0,0,,0,0.0,0
queue_aware,9,0,0,,0,0.0,0
queue_aware,10,0,0,,0,0.0,0
queue_aware,11,1,0,,0,0.0,0
queue_aware,12,1,0,,0,0.0,0
queue_aware,13,1,0,,0,0.0,0
queue_aware,14,2,0,,0,0.0,0
queue_aware,15,2,0,,0,0.0,0
queue_aware,16,2,0,,0,0.0,0
queue_aware,17,2,0,,0,0.0,0
queue_aware,18,2,0,,0,0.0,0
queue_aware,19,2,0,,0,0.0,0
queue_aware,20,2,0,,0,0.0,0
queue_aware,21,2,0,,0,0.0,0
queue_aware,22,2,0,,0,0.0,0
queue_aware,23,2,0,,0,0.0,0
queue_aware,24,2,0,,0,0.0,0
queue_aware,25,2,0,,0,0.0,0
queue_aware,26,2,0,,0,0.0,0
queue_aware,27,3,0,,0,0.0,0
queue_aware,28,3,0,,0,0.0,0
queue_aware,29,3,0,,0,0.0,0
queue_aware,30,3,0,,0,0.0,0
queue_aware,31,3,0,,0,0.0,0
queue_aware,32,3,0,,0,0.0,0
queue_aware,33,3,0,,0,0.0,0
queue_aware,34,3,0,,0,0.0,0
queue_aware,35,3,0,,0,0.0,0
queue_aware,36,3,0,,0,0.0,0
queue_aware,37,3,0,,0,0.0,0
queue_aware,38,3,0,,0,0.0,0
queue_aware,39,3,0,,0,0.0,0
queue_aware,40,4,0,,0,0.0,0
queue_aware,41,4,0,,0,0.0,0
queue_aware,42,4,0,,0,0.0,0
queue_aware,43,4,0,,0,0.0,0
queue_aware,44,4,0,,0,0.0,0
queue_aware,45,4,0,,0,0.0,0
queue_aware,46,4,0,,0,0.0,0
queue_aware,47,4,0,,0,0.0,0
queue_aware,48,4,0,,0,0.0,0
queue_aware,49,4,0,,0,0.0,0
queue_aware,50,4,0,,0,0.0,0
queue_aware,51,4,0,,0,0.0,0
queue_aware,52,4,0,,0,0.0,0
queue_aware,53,4,0,,0,0.0,0
queue_aware,54,4,0,,0,0.0,0
queue_aware,55,4,0,,0,0.0,0
queue_aware,56,4,0,,0,0.0,0
queue_aware,57,4,0,,0,0.0,0
queue_aware,58,4,0,,0,0.0,0
queue_aware,59,4,0,,0,0.0,0
queue_aware,60,4,0,,0,0.0,0
queue_aware,61,4,0,,0,0.0,0
queue_aware,62,4,0,,0,0.0,0
queue_aware,63,4,0,,0,0.0,0
queue_aware,64,4,0,,0,0.0,0
queue_aware,65,4,1,34,34,5.666666666666667,1.5314789170422551
queue_aware,66,4,1,34,34,5.666666666666667,3.0629578340845103
queue_aware,67,4,1,34,34,5.666666666666667,4.594436751126765
queue_aware,68,4,1,34,34,5.666666666666667,6.125915668169021
queue_aware,69,4,1,34,34,5.666666666666667,7.657394585211276
queue_aware,70,4,1,34,34,5.666666666666667,9.18887350225353
queue_aware,71,4,1,34,34,5.666666666666667,10.720352419295786
queue_aware,72,4,1,34,34,5.666666666666667,12.251831336338041
queue_aware,73,4,1,34,34,5.666666666666667,13.783310253380296
queue_aware,74,4,1,34,34,5.666666666666667,15.314789170422552
queue_aware,75,4,1,34,34,5.666666666666667,16.846268087464807
queue_aware,76,4,1,34,34,5.666666666666667,18.37774700450706
queue_aware,77,4,1,34,34,5.666666666666667,19.909225921549318
queue_aware,78,4,1,34,34,5.666666666666667,21.44070483859157
queue_aware,79,4,1,34,34,5.666666666666667,22.97218375563383
queue_aware,80,4,1,34,34,5.666666666666667,24.503662672676082
queue_aware,81,4,1,34,34,5.666666666666667,26.035141589718336
queue_aware,82,4,1,34,34,5.666666666666667,27.566620506760593
queue_aware,83,4,1,34,34,5.666666666666667,29.098099423802847
queue_aware,84,4,1,34,34,5.666666666666667,30.629578340845104
queue_aware,85,4,1,34,34,5.666666666666667,32.16105725788736
queue_aware,86,4,1,34,34,5.666666666666667,33.692536174929614
queue_aware,87,4,1,34,34,5.666666666666667,35.22401509197187
queue_aware,88,4,1,34,34,5.666666666666667,36.75549400901412
queue_aware,89,4,1,34,34,5.666666666666667,38.28697292605638
queue_aware,90,4,1,34,34,5.666666666666667,39.818451843098636
queue_aware,91,4,1,34,34,5.666666666666667,41.349930760140886
queue_aware,92,4,1,34,34,5.666666666666667,42.88140967718314
queue_aware,93,4,1,34,34,5.666666666666667,44.4128885942254
queue_aware,94,4,1,34,34,5.666666666666667,45.94436751126766
queue_aware,95,4,1,34,34,5.666666666666667,47.47584642830991
queue_aware,96,4,1,34,34,5.666666666666667,49.007325345352164
queue_aware,97,4,1,34,34,5.666666666666667,50.53880426239442
queue_aware,98,4,1,34,34,5.666666666666667,52.07028317943667
queue_aware,99,4,1,34,34,5.666666666666667,53.60176209647893
queue_aware,100,4,1,34,34,5.666666666666667,55.133241013521186
queue_aware,101,4,1,34,34,5.666666666666667,56.66471993056344
queue_aware,102,4,1,34,34,5.666666666666667,58.19619884760569
queue_aware,103,4,1,34,34,5.666666666666667,59.72767776464795
queue_aware,104,4,1,34,34,5.666666666666667,61.25915668169021
queue_aware,105,4,1,34,34,5.666666666666667,62.79063559873246
queue_aware,106,4,1,34,34,5.666666666666667,64.32211451577471
queue_aware,107,4,1,34,34,5.666666666666667,65.85359343281696
queue_aware,108,4,1,34,34,5.666666666666667,67.38507234985923
queue_aware,109,4,1,34,34,5.666666666666667,68.91655126690148
queue_aware,110,4,1,34,34,5.666666666666667,70.44803018394374
queue_aware,111,4,1,34,34,5.666666666666667,71.979509100986
queue_aware,112,4,1,34,34,5.666666666666667,73.51098801802824
queue_aware,113,4,1,34,34,5.666666666666667,75.04246693507051
queue_aware,114,4,1,34,34,5.666666666666667,76.57394585211276
queue_aware,115,4,1,34,34,5.666666666666667,78.10542476915501
queue_aware,116,4,1,34,34,5.666666666666667,79.63690368619727
queue_aware,117,4,1,34,34,5.666666666666667,81.16838260323952
queue_aware,118,4,1,34,34,5.666666666666667,82.69986152028177
queue_aware,119,4,1,34,34,5.666666666666667,84.23134043732404
queue_aware,120,4,1,34,34,5.666666666666667,85.76281935436629
queue_aware,121,4,1,34,34,5.666666666666667,87.29429827140854
queue_aware,122,4,1,34,34,5.666666666666667,88.8257771884508
queue_aware,123,4,1,34,34,5.666666666666667,90.35725610549305
queue_aware,124,4,1,34,34,5.666666666666667,91.88873502253531
queue_aware,125,4,1,34,34,5.666666666666667,93.42021393957756
queue_aware,126,4,1,34,34,5.666666666666667,94.95169285661981
queue_aware,127,4,1,34,34,5.666666666666667,96.48317177366208
queue_aware,128,4,1,34,34,5.666666666666667,98.01465069070433
queue_aware,129,4,1,34,34,5.666666666666667,99.54612960774658
queue_aware,130,4,1,34,34,5.666666666666667,101.07760852478884
queue_aware,131,4,1,34,34,5.666666666666667,102.6090874418311
queue_aware,132,4,1,34,34,5.666666666666667,104.14056635887334
queue_aware,133,4,1,34,34,5.666666666666667,105.67204527591561
queue_aware,134,4,1,34,34,5.666666666666667,107.20352419295786
queue_aware,135,4,1,34,34,5.666666666666667,108.73500311000012
queue_aware,136,4,1,34,34,5.666666666666667,110.26648202704237
queue_aware,137,4,1,34,34,5.666666666666667,111.79796094408462
queue_aware,138,4,1,34,34,5.666666666666667,113.32943986112689
queue_aware,139,4,1,34,34,5.666666666666667,114.86091877816914
queue_aware,140,4,1,34,34,5.666666666666667,116.39239769521139
queue_aware,141,4,1,34,34,5.666666666666667,117.92387661225365
queue_aware,142,4,1,34,34,5.666666666666667,119.4553555292959
queue_aware,143,4,1,34,34,5.666666666666667,120.98683444633815
queue_aware,144,4,1,34,34,5.666666666666667,122.51831336338041
queue_aware,145,4,1,34,34,5.666666666666667,124.04979228042266
queue_aware,146,4,1,34,34,5.666666666666667,125.58127119746491
queue_aware,147,4,1,34,34,5.666666666666667,127.11275011450718
queue_aware,148,4,1,34,34,5.666666666666667,128.64422903154943
queue_aware,149,4,1,34,34,5.666666666666667,130.17570794859168
queue_aware,150,4,1,34,34,5.666666666666667,131.70718686563393
queue_aware,151,4,1,34,34,5.666666666666667,133.2386657826762
queue_aware,152,4,1,34,34,5.666666666666667,134.77014469971846
queue_aware,153,4,1,34,34,5.666666666666667,136.3016236167607
queue_aware,154,4,1,34,34,5.666666666666667,137.83310253380296
queue_aware,155,4,1,34,34,5.666666666666667,139.3645814508452
queue_aware,156,4,1,34,34,5.666666666666667,140.8960603678875
queue_aware,157,4,1,34,34,5.666666666666667,142.42753928492974
queue_aware,158,4,1,34,34,5.666666666666667,143.959018201972
queue_aware,159,4,1,34,34,5.666666666666667,145.49049711901424
queue_aware,160,4,1,34,34,5.666666666666667,147.0219760360565
queue_aware,161,4,1,34,34,5.666666666666667,148.55345495309874
queue_aware,162,4,1,34,34,5.666666666666667,150.08493387014101
queue_aware,163,4,1,34,34,5.666666666666667,151.61641278718326
queue_aware,164,4,1,34,34,5.666666666666667,153.14789170422551
queue_aware,165,4,1,34,34,5.666666666666667,154.67937062126776
queue_aware,166,4,1,34,34,5.666666666666667,156.21084953831001
queue_aware,167,4,1,34,34,5.666666666666667,157.7423284553523
queue_aware,168,4,1,34,34,5.666666666666667,159.27380737239454
queue_aware,169,4,1,34,34,5.666666666666667,160.8052862894368
queue_aware,170,4,1,34,34,5.666666666666667,162.33676520647904
queue_aware,171,4,1,34,34,5.666666666666667,163.8682441235213
queue_aware,172,4,1,34,34,5.666666666666667,165.39972304056354
queue_aware,173,4,1,34,34,5.666666666666667,166.93120195760582
queue_aware,174,4,1,34,34,5.666666666666667,168.46268087464807
queue_aware,175,4,1,34,34,5.666666666666667,169.99415979169032
queue_aware,176,4,1,34,34,5.666666666666667,171.52563870873257
queue_aware,177,4,1,34,34,5.666666666666667,173.05711762577482
queue_aware,178,4,1,34,34,5.666666666666667,174.58859654281707
queue_aware,179,4,1,34,34,5.666666666666667,176.12007545985935
